I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> localhost:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> ps-2:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2501
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job ps -> {0 -> ps-2:2501}
I tensorflow/core/distributed_runtime/rpc/grpc_channel.cc:197] Initialize GrpcChannelCache for job worker -> {0 -> localhost:2500}
I tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc:211] Started server with target: grpc://localhost:2500
I tensorflow/core/distributed_runtime/master_session.cc:992] Start master session ff8bfb77c9d1ef73 with config: 
device_filters: "/job:ps"
device_filters: "/job:worker/task:0"
allow_soft_placement: true

job name = worker
task index = 0
Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.

5.344700: Worker 0: step 26700 (global step: 26699 of 60000) loss = 0.69 examples_per_sec = 239.49 

5.153099: Worker 0: step 26710 (global step: 26709 of 60000) loss = 0.81 examples_per_sec = 248.39 

5.183939: Worker 0: step 26720 (global step: 26719 of 60000) loss = 0.88 examples_per_sec = 246.92 

5.000230: Worker 0: step 26730 (global step: 26729 of 60000) loss = 0.78 examples_per_sec = 255.99 

5.117174: Worker 0: step 26740 (global step: 26739 of 60000) loss = 0.64 examples_per_sec = 250.14 

5.165289: Worker 0: step 26750 (global step: 26749 of 60000) loss = 0.78 examples_per_sec = 247.81 

5.305173: Worker 0: step 26760 (global step: 26759 of 60000) loss = 0.80 examples_per_sec = 241.27 

5.202369: Worker 0: step 26770 (global step: 26769 of 60000) loss = 0.78 examples_per_sec = 246.04 

5.148719: Worker 0: step 26780 (global step: 26779 of 60000) loss = 0.90 examples_per_sec = 248.61 

5.125534: Worker 0: step 26790 (global step: 26789 of 60000) loss = 0.81 examples_per_sec = 249.73 

5.190698: Worker 0: step 26800 (global step: 26799 of 60000) loss = 0.75 examples_per_sec = 246.59 

5.354827: Worker 0: step 26810 (global step: 26809 of 60000) loss = 0.90 examples_per_sec = 239.04 

5.095801: Worker 0: step 26820 (global step: 26819 of 60000) loss = 0.85 examples_per_sec = 251.19 

5.099591: Worker 0: step 26830 (global step: 26829 of 60000) loss = 0.81 examples_per_sec = 251.00 

5.148901: Worker 0: step 26840 (global step: 26839 of 60000) loss = 0.92 examples_per_sec = 248.60 

5.431171: Worker 0: step 26850 (global step: 26849 of 60000) loss = 0.83 examples_per_sec = 235.68 

5.307934: Worker 0: step 26860 (global step: 26859 of 60000) loss = 0.93 examples_per_sec = 241.15 

5.337589: Worker 0: step 26870 (global step: 26869 of 60000) loss = 0.80 examples_per_sec = 239.81 

5.062016: Worker 0: step 26880 (global step: 26879 of 60000) loss = 0.81 examples_per_sec = 252.86 

5.112992: Worker 0: step 26890 (global step: 26889 of 60000) loss = 0.73 examples_per_sec = 250.34 

5.174624: Worker 0: step 26900 (global step: 26899 of 60000) loss = 0.76 examples_per_sec = 247.36 

4.951404: Worker 0: step 26910 (global step: 26909 of 60000) loss = 0.70 examples_per_sec = 258.51 

5.081582: Worker 0: step 26920 (global step: 26919 of 60000) loss = 0.76 examples_per_sec = 251.89 

5.250516: Worker 0: step 26930 (global step: 26929 of 60000) loss = 0.81 examples_per_sec = 243.79 

5.158225: Worker 0: step 26940 (global step: 26939 of 60000) loss = 0.90 examples_per_sec = 248.15 

5.042865: Worker 0: step 26950 (global step: 26949 of 60000) loss = 0.61 examples_per_sec = 253.82 

5.246639: Worker 0: step 26960 (global step: 26959 of 60000) loss = 1.03 examples_per_sec = 243.97 

5.122568: Worker 0: step 26970 (global step: 26969 of 60000) loss = 0.77 examples_per_sec = 249.87 

5.061694: Worker 0: step 26980 (global step: 26979 of 60000) loss = 0.76 examples_per_sec = 252.88 

5.537536: Worker 0: step 26990 (global step: 26989 of 60000) loss = 0.89 examples_per_sec = 231.15 

5.337784: Worker 0: step 27000 (global step: 26999 of 60000) loss = 0.71 examples_per_sec = 239.80 

Taking a Checkpoint @ Global Step 27000
5.757750: Worker 0: step 27010 (global step: 27009 of 60000) loss = 0.83 examples_per_sec = 222.31 

5.152978: Worker 0: step 27020 (global step: 27019 of 60000) loss = 0.85 examples_per_sec = 248.40 

5.302139: Worker 0: step 27030 (global step: 27029 of 60000) loss = 0.71 examples_per_sec = 241.41 

5.081528: Worker 0: step 27040 (global step: 27039 of 60000) loss = 0.71 examples_per_sec = 251.89 

5.138258: Worker 0: step 27050 (global step: 27049 of 60000) loss = 0.69 examples_per_sec = 249.11 

4.971313: Worker 0: step 27060 (global step: 27059 of 60000) loss = 0.89 examples_per_sec = 257.48 

5.028916: Worker 0: step 27070 (global step: 27069 of 60000) loss = 0.80 examples_per_sec = 254.53 

5.130131: Worker 0: step 27080 (global step: 27079 of 60000) loss = 0.82 examples_per_sec = 249.51 

5.107833: Worker 0: step 27090 (global step: 27089 of 60000) loss = 0.72 examples_per_sec = 250.60 

5.097716: Worker 0: step 27100 (global step: 27099 of 60000) loss = 0.66 examples_per_sec = 251.09 

5.326602: Worker 0: step 27110 (global step: 27109 of 60000) loss = 0.86 examples_per_sec = 240.30 

5.197526: Worker 0: step 27120 (global step: 27119 of 60000) loss = 0.80 examples_per_sec = 246.27 

5.258760: Worker 0: step 27130 (global step: 27129 of 60000) loss = 0.77 examples_per_sec = 243.40 

5.062709: Worker 0: step 27140 (global step: 27139 of 60000) loss = 0.76 examples_per_sec = 252.83 

4.984524: Worker 0: step 27150 (global step: 27149 of 60000) loss = 0.73 examples_per_sec = 256.79 

5.093279: Worker 0: step 27160 (global step: 27159 of 60000) loss = 0.71 examples_per_sec = 251.31 

5.216582: Worker 0: step 27170 (global step: 27169 of 60000) loss = 0.86 examples_per_sec = 245.37 

5.063857: Worker 0: step 27180 (global step: 27179 of 60000) loss = 0.88 examples_per_sec = 252.77 

5.168608: Worker 0: step 27190 (global step: 27189 of 60000) loss = 0.85 examples_per_sec = 247.65 

5.110450: Worker 0: step 27200 (global step: 27199 of 60000) loss = 0.81 examples_per_sec = 250.47 

5.046682: Worker 0: step 27210 (global step: 27209 of 60000) loss = 0.71 examples_per_sec = 253.63 

5.254074: Worker 0: step 27220 (global step: 27219 of 60000) loss = 0.74 examples_per_sec = 243.62 

5.252318: Worker 0: step 27230 (global step: 27229 of 60000) loss = 0.79 examples_per_sec = 243.70 

5.057088: Worker 0: step 27240 (global step: 27239 of 60000) loss = 0.70 examples_per_sec = 253.11 

5.243275: Worker 0: step 27250 (global step: 27249 of 60000) loss = 0.78 examples_per_sec = 244.12 

5.065220: Worker 0: step 27260 (global step: 27259 of 60000) loss = 0.91 examples_per_sec = 252.70 

4.968748: Worker 0: step 27270 (global step: 27269 of 60000) loss = 0.79 examples_per_sec = 257.61 

5.159351: Worker 0: step 27280 (global step: 27279 of 60000) loss = 0.84 examples_per_sec = 248.09 

4.966814: Worker 0: step 27290 (global step: 27289 of 60000) loss = 0.76 examples_per_sec = 257.71 

5.060327: Worker 0: step 27300 (global step: 27299 of 60000) loss = 0.69 examples_per_sec = 252.95 

4.851784: Worker 0: step 27310 (global step: 27309 of 60000) loss = 0.88 examples_per_sec = 263.82 

4.904070: Worker 0: step 27320 (global step: 27319 of 60000) loss = 0.76 examples_per_sec = 261.01 

4.887578: Worker 0: step 27330 (global step: 27329 of 60000) loss = 0.77 examples_per_sec = 261.89 

5.072072: Worker 0: step 27340 (global step: 27339 of 60000) loss = 0.82 examples_per_sec = 252.36 

5.064974: Worker 0: step 27350 (global step: 27349 of 60000) loss = 0.73 examples_per_sec = 252.72 

5.058267: Worker 0: step 27360 (global step: 27359 of 60000) loss = 0.70 examples_per_sec = 253.05 

4.784848: Worker 0: step 27370 (global step: 27369 of 60000) loss = 0.68 examples_per_sec = 267.51 

4.978496: Worker 0: step 27380 (global step: 27379 of 60000) loss = 0.83 examples_per_sec = 257.11 

4.992832: Worker 0: step 27390 (global step: 27389 of 60000) loss = 0.76 examples_per_sec = 256.37 

5.045695: Worker 0: step 27400 (global step: 27399 of 60000) loss = 0.70 examples_per_sec = 253.68 

4.913573: Worker 0: step 27410 (global step: 27409 of 60000) loss = 1.00 examples_per_sec = 260.50 

4.905059: Worker 0: step 27420 (global step: 27419 of 60000) loss = 0.76 examples_per_sec = 260.96 

4.969137: Worker 0: step 27430 (global step: 27429 of 60000) loss = 0.93 examples_per_sec = 257.59 

5.099350: Worker 0: step 27440 (global step: 27439 of 60000) loss = 0.75 examples_per_sec = 251.01 

5.015723: Worker 0: step 27450 (global step: 27449 of 60000) loss = 0.87 examples_per_sec = 255.20 

4.982110: Worker 0: step 27460 (global step: 27459 of 60000) loss = 0.72 examples_per_sec = 256.92 

5.014557: Worker 0: step 27470 (global step: 27469 of 60000) loss = 0.84 examples_per_sec = 255.26 

5.070580: Worker 0: step 27480 (global step: 27479 of 60000) loss = 0.82 examples_per_sec = 252.44 

5.238887: Worker 0: step 27490 (global step: 27489 of 60000) loss = 0.75 examples_per_sec = 244.33 

4.997645: Worker 0: step 27500 (global step: 27499 of 60000) loss = 0.85 examples_per_sec = 256.12 

4.940248: Worker 0: step 27510 (global step: 27509 of 60000) loss = 0.77 examples_per_sec = 259.10 

5.305535: Worker 0: step 27520 (global step: 27519 of 60000) loss = 0.79 examples_per_sec = 241.26 

4.997568: Worker 0: step 27530 (global step: 27529 of 60000) loss = 0.69 examples_per_sec = 256.12 

5.201342: Worker 0: step 27540 (global step: 27539 of 60000) loss = 0.64 examples_per_sec = 246.09 

4.931260: Worker 0: step 27550 (global step: 27549 of 60000) loss = 0.93 examples_per_sec = 259.57 

4.991847: Worker 0: step 27560 (global step: 27559 of 60000) loss = 0.93 examples_per_sec = 256.42 

4.949400: Worker 0: step 27570 (global step: 27569 of 60000) loss = 0.77 examples_per_sec = 258.62 

5.141272: Worker 0: step 27580 (global step: 27579 of 60000) loss = 1.05 examples_per_sec = 248.97 

5.183865: Worker 0: step 27590 (global step: 27589 of 60000) loss = 0.84 examples_per_sec = 246.92 

4.816865: Worker 0: step 27600 (global step: 27599 of 60000) loss = 0.73 examples_per_sec = 265.73 

5.074750: Worker 0: step 27610 (global step: 27609 of 60000) loss = 0.80 examples_per_sec = 252.23 

5.099044: Worker 0: step 27620 (global step: 27619 of 60000) loss = 0.85 examples_per_sec = 251.03 

4.823220: Worker 0: step 27630 (global step: 27629 of 60000) loss = 0.96 examples_per_sec = 265.38 

5.163252: Worker 0: step 27640 (global step: 27639 of 60000) loss = 0.75 examples_per_sec = 247.91 

4.852224: Worker 0: step 27650 (global step: 27649 of 60000) loss = 0.71 examples_per_sec = 263.80 

4.983610: Worker 0: step 27660 (global step: 27659 of 60000) loss = 0.65 examples_per_sec = 256.84 

4.928263: Worker 0: step 27670 (global step: 27669 of 60000) loss = 0.75 examples_per_sec = 259.73 

5.014586: Worker 0: step 27680 (global step: 27679 of 60000) loss = 0.68 examples_per_sec = 255.26 

5.245478: Worker 0: step 27690 (global step: 27689 of 60000) loss = 0.61 examples_per_sec = 244.02 

5.278822: Worker 0: step 27700 (global step: 27699 of 60000) loss = 0.79 examples_per_sec = 242.48 

5.213429: Worker 0: step 27710 (global step: 27709 of 60000) loss = 0.66 examples_per_sec = 245.52 

5.115568: Worker 0: step 27720 (global step: 27719 of 60000) loss = 0.89 examples_per_sec = 250.22 

5.063238: Worker 0: step 27730 (global step: 27729 of 60000) loss = 0.74 examples_per_sec = 252.80 

5.023683: Worker 0: step 27740 (global step: 27739 of 60000) loss = 0.78 examples_per_sec = 254.79 

5.440319: Worker 0: step 27750 (global step: 27749 of 60000) loss = 0.70 examples_per_sec = 235.28 

5.203013: Worker 0: step 27760 (global step: 27759 of 60000) loss = 0.74 examples_per_sec = 246.01 

5.056343: Worker 0: step 27770 (global step: 27769 of 60000) loss = 0.68 examples_per_sec = 253.15 

5.041435: Worker 0: step 27780 (global step: 27779 of 60000) loss = 0.88 examples_per_sec = 253.90 

5.150122: Worker 0: step 27790 (global step: 27789 of 60000) loss = 0.90 examples_per_sec = 248.54 

5.085898: Worker 0: step 27800 (global step: 27799 of 60000) loss = 0.74 examples_per_sec = 251.68 

5.063635: Worker 0: step 27810 (global step: 27809 of 60000) loss = 0.75 examples_per_sec = 252.78 

5.324917: Worker 0: step 27820 (global step: 27819 of 60000) loss = 0.92 examples_per_sec = 240.38 

5.135874: Worker 0: step 27830 (global step: 27829 of 60000) loss = 0.66 examples_per_sec = 249.23 

5.037243: Worker 0: step 27840 (global step: 27839 of 60000) loss = 0.67 examples_per_sec = 254.11 

4.992354: Worker 0: step 27850 (global step: 27849 of 60000) loss = 0.70 examples_per_sec = 256.39 

5.030865: Worker 0: step 27860 (global step: 27859 of 60000) loss = 0.75 examples_per_sec = 254.43 

5.208583: Worker 0: step 27870 (global step: 27869 of 60000) loss = 0.74 examples_per_sec = 245.75 

5.302251: Worker 0: step 27880 (global step: 27879 of 60000) loss = 0.77 examples_per_sec = 241.41 

5.171394: Worker 0: step 27890 (global step: 27889 of 60000) loss = 0.91 examples_per_sec = 247.52 

5.013548: Worker 0: step 27900 (global step: 27899 of 60000) loss = 0.78 examples_per_sec = 255.31 

4.947265: Worker 0: step 27910 (global step: 27909 of 60000) loss = 0.77 examples_per_sec = 258.73 

5.120599: Worker 0: step 27920 (global step: 27919 of 60000) loss = 0.80 examples_per_sec = 249.97 

5.120817: Worker 0: step 27930 (global step: 27929 of 60000) loss = 0.67 examples_per_sec = 249.96 

5.143444: Worker 0: step 27940 (global step: 27939 of 60000) loss = 0.76 examples_per_sec = 248.86 

4.993088: Worker 0: step 27950 (global step: 27949 of 60000) loss = 0.88 examples_per_sec = 256.35 

5.061802: Worker 0: step 27960 (global step: 27959 of 60000) loss = 0.61 examples_per_sec = 252.87 

5.059538: Worker 0: step 27970 (global step: 27969 of 60000) loss = 0.68 examples_per_sec = 252.99 

5.102629: Worker 0: step 27980 (global step: 27979 of 60000) loss = 0.70 examples_per_sec = 250.85 

5.060412: Worker 0: step 27990 (global step: 27989 of 60000) loss = 0.80 examples_per_sec = 252.94 

4.963425: Worker 0: step 28000 (global step: 27999 of 60000) loss = 0.89 examples_per_sec = 257.89 

Taking a Checkpoint @ Global Step 28000
5.764807: Worker 0: step 28010 (global step: 28009 of 60000) loss = 0.83 examples_per_sec = 222.04 

4.882674: Worker 0: step 28020 (global step: 28019 of 60000) loss = 0.73 examples_per_sec = 262.15 

4.955280: Worker 0: step 28030 (global step: 28029 of 60000) loss = 0.82 examples_per_sec = 258.31 

4.966497: Worker 0: step 28040 (global step: 28039 of 60000) loss = 0.89 examples_per_sec = 257.73 

5.145653: Worker 0: step 28050 (global step: 28049 of 60000) loss = 0.79 examples_per_sec = 248.75 

5.080613: Worker 0: step 28060 (global step: 28059 of 60000) loss = 1.01 examples_per_sec = 251.94 

5.007451: Worker 0: step 28070 (global step: 28069 of 60000) loss = 0.77 examples_per_sec = 255.62 

4.948904: Worker 0: step 28080 (global step: 28079 of 60000) loss = 0.82 examples_per_sec = 258.64 

4.951307: Worker 0: step 28090 (global step: 28089 of 60000) loss = 0.77 examples_per_sec = 258.52 

4.986699: Worker 0: step 28100 (global step: 28099 of 60000) loss = 0.87 examples_per_sec = 256.68 

5.285120: Worker 0: step 28110 (global step: 28109 of 60000) loss = 0.70 examples_per_sec = 242.19 

5.059246: Worker 0: step 28120 (global step: 28119 of 60000) loss = 0.68 examples_per_sec = 253.00 

5.034653: Worker 0: step 28130 (global step: 28129 of 60000) loss = 0.76 examples_per_sec = 254.24 

4.939147: Worker 0: step 28140 (global step: 28139 of 60000) loss = 0.89 examples_per_sec = 259.15 

5.032566: Worker 0: step 28150 (global step: 28149 of 60000) loss = 0.66 examples_per_sec = 254.34 

5.096369: Worker 0: step 28160 (global step: 28159 of 60000) loss = 0.78 examples_per_sec = 251.16 

5.394125: Worker 0: step 28170 (global step: 28169 of 60000) loss = 0.85 examples_per_sec = 237.30 

5.071308: Worker 0: step 28180 (global step: 28179 of 60000) loss = 0.82 examples_per_sec = 252.40 

4.923437: Worker 0: step 28190 (global step: 28189 of 60000) loss = 0.82 examples_per_sec = 259.98 

5.142604: Worker 0: step 28200 (global step: 28199 of 60000) loss = 0.75 examples_per_sec = 248.90 

5.077625: Worker 0: step 28210 (global step: 28209 of 60000) loss = 0.76 examples_per_sec = 252.09 

5.037553: Worker 0: step 28220 (global step: 28219 of 60000) loss = 0.99 examples_per_sec = 254.09 

5.031057: Worker 0: step 28230 (global step: 28229 of 60000) loss = 0.87 examples_per_sec = 254.42 

4.889084: Worker 0: step 28240 (global step: 28239 of 60000) loss = 0.86 examples_per_sec = 261.81 

4.978419: Worker 0: step 28250 (global step: 28249 of 60000) loss = 0.76 examples_per_sec = 257.11 

5.120832: Worker 0: step 28260 (global step: 28259 of 60000) loss = 0.78 examples_per_sec = 249.96 

5.059172: Worker 0: step 28270 (global step: 28269 of 60000) loss = 0.81 examples_per_sec = 253.01 

5.231267: Worker 0: step 28280 (global step: 28279 of 60000) loss = 0.88 examples_per_sec = 244.68 

5.085479: Worker 0: step 28290 (global step: 28289 of 60000) loss = 0.88 examples_per_sec = 251.70 

5.094871: Worker 0: step 28300 (global step: 28299 of 60000) loss = 0.77 examples_per_sec = 251.23 

5.033286: Worker 0: step 28310 (global step: 28309 of 60000) loss = 0.77 examples_per_sec = 254.31 

4.838538: Worker 0: step 28320 (global step: 28319 of 60000) loss = 0.84 examples_per_sec = 264.54 

4.910700: Worker 0: step 28330 (global step: 28329 of 60000) loss = 0.80 examples_per_sec = 260.66 

5.186049: Worker 0: step 28340 (global step: 28339 of 60000) loss = 0.65 examples_per_sec = 246.82 

5.148048: Worker 0: step 28350 (global step: 28349 of 60000) loss = 0.74 examples_per_sec = 248.64 

5.340990: Worker 0: step 28360 (global step: 28359 of 60000) loss = 0.72 examples_per_sec = 239.66 

5.140205: Worker 0: step 28370 (global step: 28369 of 60000) loss = 0.69 examples_per_sec = 249.02 

5.088042: Worker 0: step 28380 (global step: 28379 of 60000) loss = 0.67 examples_per_sec = 251.57 

5.034375: Worker 0: step 28390 (global step: 28389 of 60000) loss = 0.62 examples_per_sec = 254.25 

5.117255: Worker 0: step 28400 (global step: 28399 of 60000) loss = 0.65 examples_per_sec = 250.13 

5.337422: Worker 0: step 28410 (global step: 28409 of 60000) loss = 0.78 examples_per_sec = 239.82 

4.990236: Worker 0: step 28420 (global step: 28419 of 60000) loss = 0.82 examples_per_sec = 256.50 

5.010241: Worker 0: step 28430 (global step: 28429 of 60000) loss = 0.83 examples_per_sec = 255.48 

5.078803: Worker 0: step 28440 (global step: 28439 of 60000) loss = 0.78 examples_per_sec = 252.03 

5.233291: Worker 0: step 28450 (global step: 28449 of 60000) loss = 0.79 examples_per_sec = 244.59 

5.055180: Worker 0: step 28460 (global step: 28459 of 60000) loss = 0.71 examples_per_sec = 253.21 

5.139711: Worker 0: step 28470 (global step: 28469 of 60000) loss = 0.80 examples_per_sec = 249.04 

5.020255: Worker 0: step 28480 (global step: 28479 of 60000) loss = 0.76 examples_per_sec = 254.97 

4.992839: Worker 0: step 28490 (global step: 28489 of 60000) loss = 0.82 examples_per_sec = 256.37 

5.201074: Worker 0: step 28500 (global step: 28499 of 60000) loss = 0.79 examples_per_sec = 246.10 

5.003535: Worker 0: step 28510 (global step: 28509 of 60000) loss = 0.79 examples_per_sec = 255.82 

5.023895: Worker 0: step 28520 (global step: 28519 of 60000) loss = 0.80 examples_per_sec = 254.78 

5.061066: Worker 0: step 28530 (global step: 28529 of 60000) loss = 0.81 examples_per_sec = 252.91 

5.008438: Worker 0: step 28540 (global step: 28539 of 60000) loss = 0.70 examples_per_sec = 255.57 

4.997151: Worker 0: step 28550 (global step: 28549 of 60000) loss = 0.96 examples_per_sec = 256.15 

4.922801: Worker 0: step 28560 (global step: 28559 of 60000) loss = 0.88 examples_per_sec = 260.01 

5.168695: Worker 0: step 28570 (global step: 28569 of 60000) loss = 0.82 examples_per_sec = 247.64 

5.204514: Worker 0: step 28580 (global step: 28579 of 60000) loss = 0.76 examples_per_sec = 245.94 

5.003891: Worker 0: step 28590 (global step: 28589 of 60000) loss = 0.92 examples_per_sec = 255.80 

4.972181: Worker 0: step 28600 (global step: 28599 of 60000) loss = 0.55 examples_per_sec = 257.43 

4.889318: Worker 0: step 28610 (global step: 28609 of 60000) loss = 0.69 examples_per_sec = 261.80 

4.947286: Worker 0: step 28620 (global step: 28619 of 60000) loss = 0.60 examples_per_sec = 258.73 

4.959062: Worker 0: step 28630 (global step: 28629 of 60000) loss = 0.85 examples_per_sec = 258.11 

5.040879: Worker 0: step 28640 (global step: 28639 of 60000) loss = 0.88 examples_per_sec = 253.92 

5.242446: Worker 0: step 28650 (global step: 28649 of 60000) loss = 0.76 examples_per_sec = 244.16 

5.175715: Worker 0: step 28660 (global step: 28659 of 60000) loss = 0.83 examples_per_sec = 247.31 

4.895900: Worker 0: step 28670 (global step: 28669 of 60000) loss = 0.70 examples_per_sec = 261.44 

5.142356: Worker 0: step 28680 (global step: 28679 of 60000) loss = 0.83 examples_per_sec = 248.91 

5.054357: Worker 0: step 28690 (global step: 28689 of 60000) loss = 0.81 examples_per_sec = 253.25 

5.269347: Worker 0: step 28700 (global step: 28699 of 60000) loss = 0.76 examples_per_sec = 242.91 

4.978048: Worker 0: step 28710 (global step: 28709 of 60000) loss = 0.67 examples_per_sec = 257.13 

5.047432: Worker 0: step 28720 (global step: 28719 of 60000) loss = 0.80 examples_per_sec = 253.59 

4.988968: Worker 0: step 28730 (global step: 28729 of 60000) loss = 0.75 examples_per_sec = 256.57 

4.786491: Worker 0: step 28740 (global step: 28739 of 60000) loss = 0.90 examples_per_sec = 267.42 

5.103021: Worker 0: step 28750 (global step: 28749 of 60000) loss = 0.90 examples_per_sec = 250.83 

5.041419: Worker 0: step 28760 (global step: 28759 of 60000) loss = 0.82 examples_per_sec = 253.90 

5.084728: Worker 0: step 28770 (global step: 28769 of 60000) loss = 0.88 examples_per_sec = 251.73 

4.983662: Worker 0: step 28780 (global step: 28779 of 60000) loss = 0.71 examples_per_sec = 256.84 

4.924809: Worker 0: step 28790 (global step: 28789 of 60000) loss = 0.65 examples_per_sec = 259.91 

4.923362: Worker 0: step 28800 (global step: 28799 of 60000) loss = 0.74 examples_per_sec = 259.98 

5.062932: Worker 0: step 28810 (global step: 28809 of 60000) loss = 0.84 examples_per_sec = 252.82 

5.241568: Worker 0: step 28820 (global step: 28819 of 60000) loss = 0.77 examples_per_sec = 244.20 

4.775200: Worker 0: step 28830 (global step: 28829 of 60000) loss = 0.89 examples_per_sec = 268.05 

4.900988: Worker 0: step 28840 (global step: 28839 of 60000) loss = 0.67 examples_per_sec = 261.17 

4.963356: Worker 0: step 28850 (global step: 28849 of 60000) loss = 1.05 examples_per_sec = 257.89 

4.951919: Worker 0: step 28860 (global step: 28859 of 60000) loss = 0.84 examples_per_sec = 258.49 

4.917116: Worker 0: step 28870 (global step: 28869 of 60000) loss = 0.69 examples_per_sec = 260.32 

5.289698: Worker 0: step 28880 (global step: 28879 of 60000) loss = 0.80 examples_per_sec = 241.98 

5.112377: Worker 0: step 28890 (global step: 28889 of 60000) loss = 0.78 examples_per_sec = 250.37 

4.989273: Worker 0: step 28900 (global step: 28899 of 60000) loss = 0.81 examples_per_sec = 256.55 

4.922362: Worker 0: step 28910 (global step: 28909 of 60000) loss = 0.86 examples_per_sec = 260.04 

4.810570: Worker 0: step 28920 (global step: 28919 of 60000) loss = 0.80 examples_per_sec = 266.08 

5.190827: Worker 0: step 28930 (global step: 28929 of 60000) loss = 0.79 examples_per_sec = 246.59 

5.347843: Worker 0: step 28940 (global step: 28939 of 60000) loss = 0.71 examples_per_sec = 239.35 

4.944339: Worker 0: step 28950 (global step: 28949 of 60000) loss = 0.93 examples_per_sec = 258.88 

5.131971: Worker 0: step 28960 (global step: 28959 of 60000) loss = 0.64 examples_per_sec = 249.42 

4.823506: Worker 0: step 28970 (global step: 28969 of 60000) loss = 0.72 examples_per_sec = 265.37 

4.782236: Worker 0: step 28980 (global step: 28979 of 60000) loss = 0.61 examples_per_sec = 267.66 

5.004843: Worker 0: step 28990 (global step: 28989 of 60000) loss = 0.75 examples_per_sec = 255.75 

5.272283: Worker 0: step 29000 (global step: 28999 of 60000) loss = 0.74 examples_per_sec = 242.78 

Taking a Checkpoint @ Global Step 29000
5.826464: Worker 0: step 29010 (global step: 29009 of 60000) loss = 0.82 examples_per_sec = 219.69 

4.978124: Worker 0: step 29020 (global step: 29019 of 60000) loss = 0.84 examples_per_sec = 257.12 

5.030883: Worker 0: step 29030 (global step: 29029 of 60000) loss = 0.70 examples_per_sec = 254.43 

5.030267: Worker 0: step 29040 (global step: 29039 of 60000) loss = 0.99 examples_per_sec = 254.46 

5.103803: Worker 0: step 29050 (global step: 29049 of 60000) loss = 0.82 examples_per_sec = 250.79 

5.307351: Worker 0: step 29060 (global step: 29059 of 60000) loss = 1.01 examples_per_sec = 241.17 

5.218269: Worker 0: step 29070 (global step: 29069 of 60000) loss = 0.85 examples_per_sec = 245.29 

4.981309: Worker 0: step 29080 (global step: 29079 of 60000) loss = 0.80 examples_per_sec = 256.96 

5.152612: Worker 0: step 29090 (global step: 29089 of 60000) loss = 0.74 examples_per_sec = 248.42 

5.236783: Worker 0: step 29100 (global step: 29099 of 60000) loss = 0.80 examples_per_sec = 244.42 

5.140702: Worker 0: step 29110 (global step: 29109 of 60000) loss = 0.85 examples_per_sec = 248.99 

5.158073: Worker 0: step 29120 (global step: 29119 of 60000) loss = 0.69 examples_per_sec = 248.15 

5.033432: Worker 0: step 29130 (global step: 29129 of 60000) loss = 0.87 examples_per_sec = 254.30 

5.017979: Worker 0: step 29140 (global step: 29139 of 60000) loss = 0.87 examples_per_sec = 255.08 

4.982081: Worker 0: step 29150 (global step: 29149 of 60000) loss = 0.91 examples_per_sec = 256.92 

4.981117: Worker 0: step 29160 (global step: 29159 of 60000) loss = 0.88 examples_per_sec = 256.97 

5.149940: Worker 0: step 29170 (global step: 29169 of 60000) loss = 0.71 examples_per_sec = 248.55 

5.077492: Worker 0: step 29180 (global step: 29179 of 60000) loss = 0.91 examples_per_sec = 252.09 

4.954944: Worker 0: step 29190 (global step: 29189 of 60000) loss = 0.72 examples_per_sec = 258.33 

4.903290: Worker 0: step 29200 (global step: 29199 of 60000) loss = 0.71 examples_per_sec = 261.05 

4.859026: Worker 0: step 29210 (global step: 29209 of 60000) loss = 0.89 examples_per_sec = 263.43 

4.968143: Worker 0: step 29220 (global step: 29219 of 60000) loss = 0.76 examples_per_sec = 257.64 

4.952352: Worker 0: step 29230 (global step: 29229 of 60000) loss = 0.83 examples_per_sec = 258.46 

5.013283: Worker 0: step 29240 (global step: 29239 of 60000) loss = 0.70 examples_per_sec = 255.32 

4.894332: Worker 0: step 29250 (global step: 29249 of 60000) loss = 0.74 examples_per_sec = 261.53 

4.895373: Worker 0: step 29260 (global step: 29259 of 60000) loss = 0.71 examples_per_sec = 261.47 

4.953789: Worker 0: step 29270 (global step: 29269 of 60000) loss = 0.83 examples_per_sec = 258.39 

